"Age","Gender","Education","Country","Ethnicity","Nscore2","Escore2","Cscore2","Alcohol2","Cannabis2","Nicotine2","Opioid","Ascore2","Oscore2"
"25-34","Female","University degree","UK","White",44,34,40,"Used","Used","Used","Never Used",40,42
"25-34","Female","Masters degree","UK","White",46,46,41,"Used","Used","Used","Never Used",39,39
"25-34","Female","University degree","UK","White",42,41,45,"Used","Never Used","Never Used","Never Used",51,47
"25-34","Female","University degree","UK","White",45,40,38,"Used","Used","Used","Never Used",49,52
"25-34","Female","University degree","UK","White",40,40,46,"Used","Never Used","Used","Never Used",44,38
"18-24","Female","University degree","UK","White",16,41,35,"Used","Never Used","Never Used","Never Used",58,33
"25-34","Female","Doctorate degree","UK","Mixed-White/Black",51,48,36,"Used","Used","Used","Never Used",45,50
"25-34","Female","University degree","UK","White",38,36,31,"Used","Used","Used","Never Used",46,35
"25-34","Female","Masters degree","UK","White",28,45,45,"Used","Used","Used","Never Used",51,54
"25-34","Male","Masters degree","UK","White",49,31,32,"Used","Used","Used","Never Used",46,42
"25-34","Female","Doctorate degree","UK","White",18,33,38,"Used","Used","Never Used","Never Used",44,41
"25-34","Female","University degree","UK","White",30,37,50,"Used","Never Used","Never Used","Never Used",52,50
"25-34","Female","University degree","USA","White",40,38,51,"Used","Used","Used","Never Used",41,55
"25-34","Female","Masters degree","UK","White",46,45,44,"Used","Used","Used","Never Used",43,54
"25-34","Female","University degree","UK","White",46,35,47,"Used","Used","Used","Never Used",38,44
"25-34","Female","Doctorate degree","UK","White",32,54,46,"Used","Used","Used","Never Used",47,55
"18-24","Male","Left school at 16 years","UK","White",53,30,29,"Used","Used","Used","Never Used",31,45
"18-24","Male","Some college or university, no certificate or degree","Australia","White",25,32,44,"Used","Used","Used","Never Used",45,40
"18-24","Female","University degree","UK","Asian",45,35,42,"Never Used","Never Used","Never Used","Never Used",45,41
"25-34","Female","Masters degree","Republic","White",34,38,40,"Used","Used","Used","Never Used",54,37
"18-24","Male","Some college or university, no certificate or degree","USA","White",32,45,42,"Used","Used","Used","Used",47,55
"25-34","Male","Some college or university, no certificate or degree","USA","White",44,37,38,"Used","Used","Never Used","Never Used",38,50
"25-34","Male","Some college or university, no certificate or degree","USA","White",34,43,44,"Used","Used","Used","Never Used",39,51
"45-54","Male","Left school before 16 years","Republic","White",35,33,34,"Used","Used","Used","Never Used",50,46
"18-24","Male","University degree","USA","White",28,51,40,"Used","Used","Used","Never Used",46,56
"25-34","Male","Some college or university, no certificate or degree","UK","White",42,36,33,"Used","Used","Used","Never Used",40,44
"25-34","Female","University degree","USA","White",33,44,46,"Used","Used","Used","Never Used",48,54
"35-44","Male","Professional certificate/ diploma","UK","Black",39,42,42,"Used","Used","Used","Never Used",42,45
"18-24","Female","Professional certificate/ diploma","UK","Other",36,40,53,"Used","Never Used","Never Used","Never Used",45,45
"18-24","Male","Some college or university, no certificate or degree","USA","White",27,51,49,"Used","Used","Used","Never Used",34,50
"18-24","Female","Some college or university, no certificate or degree","USA","White",43,38,35,"Used","Used","Used","Never Used",46,41
"18-24","Male","Some college or university, no certificate or degree","USA","White",33,49,41,"Used","Never Used","Used","Never Used",39,55
"18-24","Female","Some college or university, no certificate or degree","USA","White",48,47,37,"Used","Used","Used","Never Used",28,42
"45-54","Female","Doctorate degree","UK","White",26,31,46,"Used","Used","Used","Never Used",40,41
"25-34","Female","Masters degree","UK","Mixed-White/Black",39,33,51,"Used","Never Used","Never Used","Never Used",58,42
"25-34","Female","Masters degree","UK","White",40,30,44,"Used","Never Used","Never Used","Never Used",47,38
"55-64","Female","Masters degree","UK","White",28,40,47,"Used","Used","Used","Never Used",45,47
"55-64","Female","Professional certificate/ diploma","UK","White",28,36,33,"Used","Used","Used","Never Used",45,48
"18-24","Male","Left school at 16 years","USA","White",48,37,41,"Used","Used","Used","Used",46,48
"18-24","Male","Some college or university, no certificate or degree","USA","White",20,47,49,"Used","Used","Used","Never Used",37,51
"18-24","Male","Some college or university, no certificate or degree","Other","White",29,44,36,"Used","Used","Used","Never Used",35,46
"35-44","Female","Masters degree","UK","White",34,40,45,"Used","Never Used","Never Used","Never Used",48,40
"45-54","Female","Masters degree","UK","White",25,39,50,"Used","Never Used","Never Used","Never Used",52,47
"25-34","Female","Masters degree","UK","White",46,33,48,"Used","Never Used","Never Used","Never Used",51,41
"35-44","Female","Doctorate degree","UK","White",31,46,46,"Used","Used","Used","Never Used",49,51
"35-44","Female","Masters degree","UK","White",29,37,48,"Used","Used","Used","Never Used",54,38
"45-54","Female","Masters degree","UK","White",23,41,49,"Used","Used","Used","Never Used",49,48
"25-34","Female","Masters degree","UK","White",29,46,54,"Used","Never Used","Never Used","Never Used",50,48
"25-34","Female","Masters degree","UK","White",36,44,53,"Used","Never Used","Used","Never Used",39,38
"25-34","Female","University degree","USA","Black",25,49,52,"Used","Never Used","Never Used","Never Used",51,50
"18-24","Female","Masters degree","UK","Asian",30,41,47,"Never Used","Never Used","Never Used","Never Used",47,40
"25-34","Female","Masters degree","UK","White",26,47,51,"Used","Used","Used","Never Used",36,52
"25-34","Female","Doctorate degree","UK","White",26,36,53,"Used","Used","Used","Never Used",50,46
"18-24","Male","Some college or university, no certificate or degree","USA","White",40,37,55,"Used","Used","Used","Used",30,58
"18-24","Female","University degree","UK","White",39,41,49,"Used","Never Used","Never Used","Never Used",46,35
"25-34","Female","Doctorate degree","UK","White",31,40,47,"Used","Never Used","Never Used","Used",48,45
"18-24","Male","Professional certificate/ diploma","USA","White",43,35,39,"Used","Used","Used","Used",55,55
"45-54","Female","Masters degree","UK","White",19,44,52,"Used","Never Used","Never Used","Never Used",52,47
"25-34","Female","Doctorate degree","UK","White",41,32,45,"Used","Used","Used","Never Used",54,43
"25-34","Female","University degree","UK","White",24,36,49,"Used","Used","Used","Never Used",46,45
"18-24","Female","University degree","UK","White",27,45,37,"Used","Used","Never Used","Never Used",50,46
"35-44","Female","Doctorate degree","UK","White",19,50,47,"Used","Used","Used","Never Used",44,47
"55-64","Male","Masters degree","UK","White",37,44,36,"Used","Used","Never Used","Never Used",45,52
"25-34","Male","Masters degree","UK","White",37,41,43,"Used","Used","Used","Used",46,43
"18-24","Male","Some college or university, no certificate or degree","USA","White",25,45,45,"Used","Used","Never Used","Never Used",49,52
"25-34","Male","Masters degree","UK","White",14,48,38,"Used","Never Used","Never Used","Never Used",48,42
"25-34","Female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",43,36,41,"Used","Used","Used","Used",37,44
"18-24","Female","University degree","USA","White",30,42,46,"Used","Used","Used","Never Used",42,51
"55-64","Female","University degree","USA","White",20,45,48,"Used","Used","Never Used","Never Used",53,52
"25-34","Female","Masters degree","UK","White",34,34,43,"Used","Used","Used","Never Used",51,37
"18-24","Female","University degree","UK","White",39,40,40,"Used","Never Used","Never Used","Never Used",48,46
"65+","Male","University degree","UK","White",20,39,45,"Never Used","Never Used","Used","Never Used",57,42
"55-64","Male","Masters degree","UK","White",28,38,51,"Used","Used","Used","Never Used",45,48
"18-24","Male","Some college or university, no certificate or degree","USA","White",34,43,43,"Used","Used","Used","Never Used",36,45
"25-34","Female","Masters degree","USA","White",33,42,43,"Used","Used","Used","Never Used",46,52
"45-54","Male","Some college or university, no certificate or degree","Canada","Other",46,35,47,"Used","Used","Used","Never Used",35,40
"25-34","Female","Some college or university, no certificate or degree","USA","White",57,26,24,"Used","Used","Used","Used",27,42
"25-34","Male","Professional certificate/ diploma","Canada","White",32,37,43,"Used","Used","Used","Never Used",40,45
"18-24","Male","Some college or university, no certificate or degree","USA","White",40,35,32,"Used","Used","Used","Never Used",41,46
"18-24","Male","Some college or university, no certificate or degree","USA","White",27,49,38,"Used","Used","Used","Used",43,56
"35-44","Female","Professional certificate/ diploma","USA","White",35,36,40,"Used","Used","Used","Used",43,31
"25-34","Female","Some college or university, no certificate or degree","USA","Other",49,42,43,"Used","Used","Used","Used",49,51
"45-54","Female","University degree","USA","White",51,22,26,"Used","Used","Never Used","Never Used",43,47
"45-54","Female","Doctorate degree","UK","White",27,40,47,"Used","Never Used","Never Used","Never Used",44,47
"25-34","Female","University degree","UK","White",33,43,41,"Used","Used","Used","Never Used",53,51
"35-44","Male","Professional certificate/ diploma","USA","White",41,32,33,"Used","Used","Used","Never Used",44,43
"25-34","Female","Doctorate degree","UK","White",26,49,46,"Used","Never Used","Never Used","Never Used",49,40
"18-24","Male","Some college or university, no certificate or degree","Other","White",25,47,37,"Used","Used","Used","Never Used",32,54
"25-34","Female","University degree","UK","White",35,38,47,"Used","Never Used","Never Used","Never Used",43,37
"18-24","Male","University degree","Australia","White",43,40,46,"Used","Used","Used","Used",36,45
"25-34","Female","Some college or university, no certificate or degree","USA","White",31,37,32,"Used","Used","Used","Used",31,45
"25-34","Female","Doctorate degree","UK","White",49,35,49,"Used","Used","Used","Never Used",33,42
"18-24","Female","Masters degree","UK","White",35,47,36,"Used","Used","Never Used","Used",40,36
"18-24","Male","Some college or university, no certificate or degree","USA","White",50,36,30,"Used","Used","Used","Never Used",40,41
"45-54","Male","Some college or university, no certificate or degree","USA","White",34,38,40,"Used","Used","Used","Never Used",44,50
"18-24","Male","Some college or university, no certificate or degree","USA","White",55,33,29,"Used","Used","Used","Used",41,43
"18-24","Male","Some college or university, no certificate or degree","UK","White",45,16,28,"Used","Used","Used","Used",33,43
"18-24","Male","Some college or university, no certificate or degree","UK","White",28,33,39,"Used","Used","Used","Never Used",39,46
"25-34","Male","Masters degree","Other","White",25,41,35,"Used","Never Used","Never Used","Never Used",37,48
"45-54","Female","Left school before 16 years","USA","White",42,39,34,"Used","Used","Used","Never Used",40,43
"45-54","Male","University degree","USA","White",26,46,46,"Used","Used","Used","Never Used",43,49
"25-34","Male","Doctorate degree","USA","Other",32,43,42,"Used","Used","Used","Used",39,46
"18-24","Female","Some college or university, no certificate or degree","USA","White",42,41,42,"Used","Used","Used","Used",29,50
"18-24","Male","University degree","USA","White",40,26,38,"Used","Never Used","Never Used","Never Used",42,52
"25-34","Male","University degree","USA","White",31,43,39,"Used","Used","Used","Used",41,55
"18-24","Female","University degree","USA","Mixed-White/Asian",31,40,38,"Used","Used","Used","Never Used",44,44
"35-44","Female","Professional certificate/ diploma","USA","White",52,19,36,"Used","Used","Used","Never Used",51,48
"45-54","Female","Doctorate degree","UK","White",36,50,54,"Used","Used","Used","Never Used",47,53
"18-24","Female","Left school at 16 years","UK","White",59,21,25,"Used","Never Used","Used","Never Used",38,53
"18-24","Female","University degree","UK","White",46,35,39,"Used","Used","Used","Never Used",31,52
"25-34","Female","Professional certificate/ diploma","USA","White",43,31,42,"Used","Used","Used","Never Used",47,51
"25-34","Male","Some college or university, no certificate or degree","USA","White",45,24,35,"Never Used","Never Used","Never Used","Never Used",40,45
"18-24","Male","University degree","USA","White",43,34,32,"Used","Used","Used","Never Used",44,56
"18-24","Male","Left school before 16 years","USA","White",56,35,41,"Used","Used","Used","Used",39,48
"18-24","Male","Some college or university, no certificate or degree","USA","Mixed-White/Asian",34,36,38,"Used","Used","Used","Used",39,40
"25-34","Male","Left school at 18 years","USA","White",48,22,27,"Used","Used","Used","Used",41,48
"18-24","Male","Some college or university, no certificate or degree","USA","White",46,37,33,"Used","Used","Used","Used",34,46
"18-24","Male","Left school at 18 years","USA","White",28,52,39,"Used","Used","Used","Used",36,56
"45-54","Male","Doctorate degree","USA","White",42,30,38,"Used","Used","Used","Used",37,55
"18-24","Male","Professional certificate/ diploma","USA","White",36,28,43,"Used","Used","Used","Used",37,57
"18-24","Male","Some college or university, no certificate or degree","Other","White",49,38,32,"Used","Used","Used","Never Used",42,45
"18-24","Male","Professional certificate/ diploma","USA","White",49,28,31,"Used","Used","Used","Used",37,53
"25-34","Male","Professional certificate/ diploma","USA","White",35,19,45,"Used","Used","Used","Used",52,54
"18-24","Male","Some college or university, no certificate or degree","USA","White",44,53,37,"Used","Used","Used","Used",44,57
"18-24","Male","Left school at 18 years","USA","White",51,23,31,"Used","Used","Used","Used",46,54
"18-24","Male","Left school at 16 years","Australia","White",44,48,35,"Used","Used","Used","Never Used",35,48
"18-24","Male","Left school at 18 years","USA","White",41,48,38,"Used","Used","Used","Used",40,54
"18-24","Male","Some college or university, no certificate or degree","USA","White",45,40,30,"Used","Used","Used","Used",35,53
"18-24","Female","University degree","UK","White",20,52,43,"Used","Used","Used","Never Used",33,50
"18-24","Male","Some college or university, no certificate or degree","USA","White",22,46,41,"Used","Used","Used","Never Used",43,56
"18-24","Male","Left school before 16 years","New Zeala","White",25,33,38,"Used","Used","Used","Never Used",51,53
"25-34","Female","University degree","USA","Other",34,46,40,"Used","Used","Used","Never Used",48,54
"18-24","Male","Some college or university, no certificate or degree","USA","White",46,27,22,"Used","Used","Used","Used",42,50
"18-24","Male","Some college or university, no certificate or degree","USA","Other",27,48,42,"Used","Used","Used","Never Used",39,43
"25-34","Male","Left school at 18 years","Australia","White",36,42,37,"Used","Used","Used","Used",45,39
"35-44","Female","Some college or university, no certificate or degree","Republic","White",39,40,38,"Used","Used","Used","Never Used",39,40
"18-24","Female","Some college or university, no certificate or degree","USA","White",37,33,33,"Used","Used","Used","Never Used",46,38
"18-24","Female","Some college or university, no certificate or degree","USA","Other",36,51,55,"Used","Never Used","Never Used","Never Used",40,42
"18-24","Male","Some college or university, no certificate or degree","USA","White",47,35,35,"Used","Used","Used","Used",49,52
"18-24","Female","Some college or university, no certificate or degree","USA","White",42,39,43,"Used","Used","Used","Never Used",52,57
"18-24","Male","Some college or university, no certificate or degree","USA","White",22,48,48,"Used","Used","Used","Never Used",46,39
"25-34","Male","Some college or university, no certificate or degree","USA","White",44,18,26,"Used","Used","Used","Used",34,48
"18-24","Male","Some college or university, no certificate or degree","UK","White",34,37,29,"Used","Used","Used","Never Used",38,41
"18-24","Male","Some college or university, no certificate or degree","USA","White",44,45,36,"Used","Used","Used","Never Used",47,52
"18-24","Female","Some college or university, no certificate or degree","USA","White",46,33,41,"Used","Used","Never Used","Never Used",44,52
"18-24","Male","Left school at 18 years","USA","Other",33,26,33,"Used","Used","Used","Never Used",39,48
"18-24","Female","Some college or university, no certificate or degree","USA","White",50,41,46,"Used","Used","Never Used","Never Used",43,52
"25-34","Male","University degree","UK","White",25,36,50,"Used","Never Used","Used","Never Used",45,34
"25-34","Female","Masters degree","UK","White",29,33,50,"Used","Never Used","Used","Never Used",45,50
"25-34","Female","Professional certificate/ diploma","UK","White",31,40,42,"Used","Used","Used","Never Used",45,38
"55-64","Female","Professional certificate/ diploma","UK","White",40,29,39,"Used","Never Used","Used","Never Used",37,33
"45-54","Female","Some college or university, no certificate or degree","UK","White",34,33,45,"Used","Used","Used","Never Used",39,37
"45-54","Female","Professional certificate/ diploma","UK","White",30,36,48,"Used","Never Used","Never Used","Never Used",49,37
"18-24","Male","Some college or university, no certificate or degree","UK","White",35,22,39,"Used","Used","Used","Never Used",31,40
"25-34","Male","Masters degree","UK","White",22,47,51,"Used","Used","Used","Never Used",43,46
"18-24","Female","Masters degree","UK","White",39,45,44,"Used","Used","Used","Never Used",45,39
"25-34","Female","Some college or university, no certificate or degree","UK","White",24,50,49,"Used","Used","Never Used","Never Used",53,42
"55-64","Female","University degree","UK","White",20,50,52,"Used","Never Used","Used","Never Used",48,49
"18-24","Female","University degree","UK","Mixed-White/Black",27,39,50,"Used","Used","Used","Never Used",38,40
"25-34","Female","Masters degree","UK","Asian",43,41,49,"Used","Used","Never Used","Never Used",37,41
"35-44","Female","University degree","UK","White",42,29,41,"Used","Used","Used","Never Used",45,44
"45-54","Female","Left school before 16 years","UK","White",38,38,40,"Used","Never Used","Used","Never Used",39,37
"35-44","Male","Professional certificate/ diploma","UK","White",43,29,33,"Used","Used","Used","Never Used",42,40
"35-44","Female","University degree","UK","White",35,51,56,"Used","Never Used","Used","Never Used",38,26
"45-54","Female","Professional certificate/ diploma","UK","White",31,38,54,"Used","Used","Used","Never Used",52,36
"35-44","Female","Professional certificate/ diploma","UK","White",44,45,44,"Used","Never Used","Used","Never Used",51,48
"45-54","Female","Professional certificate/ diploma","UK","White",57,20,36,"Used","Never Used","Never Used","Never Used",37,44
"35-44","Male","Masters degree","UK","White",22,45,42,"Used","Never Used","Never Used","Never Used",54,54
"25-34","Male","University degree","UK","White",35,43,40,"Used","Never Used","Used","Never Used",38,38
"25-34","Female","Masters degree","UK","White",26,48,42,"Used","Used","Used","Never Used",42,43
"45-54","Male","Professional certificate/ diploma","UK","White",28,37,47,"Used","Never Used","Never Used","Never Used",54,46
"18-24","Female","Some college or university, no certificate or degree","UK","White",30,38,46,"Used","Used","Used","Never Used",47,40
"25-34","Female","Masters degree","UK","White",39,40,45,"Used","Used","Used","Never Used",47,44
"45-54","Female","Professional certificate/ diploma","UK","White",46,42,38,"Used","Never Used","Never Used","Never Used",53,51
"35-44","Female","University degree","UK","White",35,46,52,"Used","Never Used","Never Used","Never Used",49,38
"35-44","Female","Some college or university, no certificate or degree","UK","White",33,41,45,"Used","Used","Used","Never Used",40,33
"25-34","Female","Masters degree","UK","White",33,45,48,"Used","Never Used","Used","Never Used",52,42
"45-54","Female","University degree","UK","White",26,39,46,"Used","Never Used","Never Used","Never Used",40,38
"45-54","Female","Masters degree","UK","White",40,37,47,"Used","Used","Used","Never Used",51,55
"35-44","Female","Left school at 16 years","UK","White",31,41,46,"Used","Never Used","Used","Never Used",51,43
"45-54","Female","Professional certificate/ diploma","UK","White",42,29,43,"Used","Never Used","Never Used","Never Used",37,29
"35-44","Female","Masters degree","UK","White",33,39,51,"Used","Never Used","Used","Never Used",46,37
"35-44","Male","Professional certificate/ diploma","UK","White",39,31,43,"Used","Used","Used","Never Used",48,46
"35-44","Female","Masters degree","UK","White",43,54,43,"Used","Used","Used","Never Used",54,47
"25-34","Female","University degree","UK","White",37,47,46,"Used","Used","Used","Never Used",42,47
"35-44","Female","University degree","UK","White",36,39,46,"Used","Used","Used","Used",41,52
"35-44","Female","Professional certificate/ diploma","UK","White",32,45,45,"Used","Never Used","Used","Never Used",39,34
"35-44","Male","Left school at 16 years","UK","White",24,53,43,"Used","Never Used","Used","Never Used",39,42
"35-44","Male","Professional certificate/ diploma","UK","White",19,49,48,"Used","Used","Used","Never Used",45,46
"35-44","Female","University degree","UK","White",44,35,49,"Used","Never Used","Used","Never Used",52,40
"45-54","Female","Professional certificate/ diploma","UK","White",19,45,49,"Used","Never Used","Never Used","Never Used",58,39
"45-54","Female","University degree","UK","White",28,52,45,"Used","Never Used","Never Used","Never Used",50,43
"35-44","Female","Doctorate degree","UK","White",36,45,41,"Used","Used","Never Used","Never Used",43,48
"25-34","Female","University degree","UK","White",33,47,45,"Used","Never Used","Never Used","Never Used",42,43
"25-34","Female","University degree","UK","White",30,51,40,"Used","Used","Used","Never Used",43,52
"55-64","Female","Some college or university, no certificate or degree","UK","White",35,44,45,"Used","Never Used","Used","Never Used",46,47
"35-44","Female","University degree","UK","White",29,42,43,"Used","Never Used","Used","Never Used",47,39
"25-34","Female","Masters degree","UK","White",28,48,47,"Used","Never Used","Used","Never Used",44,33
"25-34","Female","Professional certificate/ diploma","UK","White",25,47,42,"Used","Used","Used","Never Used",45,36
"25-34","Female","Professional certificate/ diploma","UK","White",29,46,46,"Used","Never Used","Used","Never Used",42,38
"25-34","Male","Masters degree","UK","White",37,44,52,"Used","Used","Used","Never Used",37,47
"55-64","Female","Masters degree","UK","White",39,43,36,"Used","Never Used","Never Used","Never Used",41,53
"25-34","Female","University degree","UK","White",35,56,35,"Used","Never Used","Never Used","Never Used",49,57
"45-54","Male","Left school at 16 years","UK","White",32,52,50,"Used","Never Used","Used","Never Used",48,46
"25-34","Female","University degree","UK","Asian",33,53,41,"Never Used","Never Used","Never Used","Never Used",37,30
"35-44","Female","Professional certificate/ diploma","UK","White",22,49,46,"Used","Used","Used","Never Used",46,49
"35-44","Female","Masters degree","UK","White",28,42,49,"Used","Used","Used","Never Used",42,46
"25-34","Male","Some college or university, no certificate or degree","USA","White",33,32,37,"Used","Used","Used","Used",37,59
"25-34","Female","University degree","UK","White",34,32,47,"Used","Never Used","Never Used","Never Used",49,34
"45-54","Female","University degree","UK","White",38,44,38,"Used","Never Used","Used","Never Used",48,39
"25-34","Female","University degree","UK","White",32,37,48,"Used","Never Used","Never Used","Never Used",50,36
"35-44","Female","University degree","UK","Mixed-White/Black",37,48,42,"Used","Used","Used","Never Used",46,39
"25-34","Male","Some college or university, no certificate or degree","UK","White",15,54,46,"Used","Used","Never Used","Never Used",33,48
"35-44","Female","Doctorate degree","UK","White",25,43,57,"Used","Used","Used","Never Used",50,54
"55-64","Male","Professional certificate/ diploma","UK","White",42,29,39,"Used","Never Used","Never Used","Never Used",48,35
"25-34","Male","Masters degree","UK","White",41,40,40,"Used","Never Used","Used","Never Used",47,51
"45-54","Male","Professional certificate/ diploma","UK","White",39,41,46,"Used","Never Used","Never Used","Never Used",47,38
"25-34","Male","Some college or university, no certificate or degree","USA","White",39,38,35,"Used","Used","Used","Used",41,53
"45-54","Male","Professional certificate/ diploma","UK","White",37,40,47,"Used","Never Used","Used","Never Used",39,43
"25-34","Male","University degree","UK","Black",49,38,40,"Used","Never Used","Used","Never Used",41,39
"35-44","Male","Professional certificate/ diploma","UK","White",22,39,49,"Used","Never Used","Never Used","Never Used",46,50
"35-44","Male","University degree","UK","White",41,34,35,"Used","Never Used","Never Used","Never Used",47,37
"45-54","Male","Masters degree","UK","White",37,35,40,"Used","Used","Used","Never Used",38,45
"35-44","Male","Some college or university, no certificate or degree","UK","White",28,43,43,"Used","Used","Used","Used",44,46
"35-44","Female","Professional certificate/ diploma","UK","White",28,42,47,"Used","Never Used","Used","Never Used",48,37
"25-34","Female","Professional certificate/ diploma","UK","White",23,44,46,"Used","Used","Used","Never Used",47,36
"25-34","Female","Masters degree","UK","White",20,48,51,"Used","Used","Never Used","Never Used",42,37
"25-34","Female","Masters degree","UK","White",42,40,42,"Used","Never Used","Never Used","Never Used",48,46
"45-54","Female","Professional certificate/ diploma","UK","White",37,39,46,"Used","Used","Used","Never Used",45,40
"35-44","Female","University degree","UK","White",34,43,34,"Used","Used","Used","Never Used",36,52
"35-44","Female","Professional certificate/ diploma","UK","White",18,43,49,"Used","Used","Used","Never Used",58,45
"35-44","Male","Professional certificate/ diploma","Canada","White",51,41,53,"Used","Used","Used","Never Used",43,43
"45-54","Female","Professional certificate/ diploma","UK","Black",32,42,45,"Used","Never Used","Never Used","Never Used",41,40
"18-24","Female","Left school at 18 years","UK","White",36,30,42,"Used","Never Used","Never Used","Never Used",43,37
"55-64","Male","Left school before 16 years","UK","White",23,40,46,"Used","Never Used","Never Used","Never Used",46,34
"45-54","Female","Professional certificate/ diploma","UK","White",36,44,42,"Used","Never Used","Used","Never Used",36,34
"18-24","Male","Some college or university, no certificate or degree","USA","White",53,31,34,"Used","Used","Used","Never Used",33,47
"45-54","Female","Left school at 16 years","UK","White",38,36,45,"Used","Never Used","Never Used","Never Used",45,41
"45-54","Female","Professional certificate/ diploma","UK","White",35,41,40,"Used","Never Used","Used","Never Used",42,39
"35-44","Female","Professional certificate/ diploma","UK","White",39,44,43,"Used","Never Used","Never Used","Never Used",47,42
"45-54","Female","Professional certificate/ diploma","UK","White",46,40,48,"Used","Never Used","Never Used","Never Used",49,45
"25-34","Female","Masters degree","UK","White",21,43,49,"Used","Never Used","Never Used","Never Used",41,36
"45-54","Female","Professional certificate/ diploma","UK","White",36,34,41,"Used","Never Used","Never Used","Never Used",46,46
"25-34","Female","Masters degree","UK","White",29,39,44,"Used","Used","Used","Never Used",48,41
"45-54","Male","Left school at 16 years","UK","White",36,47,41,"Used","Used","Used","Never Used",43,44
"35-44","Male","Professional certificate/ diploma","UK","White",36,33,46,"Used","Used","Used","Never Used",49,47
"35-44","Male","Professional certificate/ diploma","UK","White",44,34,39,"Used","Used","Used","Used",46,42
"25-34","Female","Masters degree","UK","White",29,43,51,"Used","Never Used","Never Used","Never Used",48,45
"25-34","Female","University degree","UK","White",34,38,51,"Used","Never Used","Used","Never Used",41,40
"25-34","Female","University degree","UK","White",36,50,46,"Used","Used","Used","Never Used",51,54
"55-64","Male","Some college or university, no certificate or degree","USA","White",21,31,39,"Used","Used","Used","Never Used",33,40
"18-24","Male","University degree","USA","White",38,31,33,"Used","Used","Used","Never Used",40,48
"25-34","Female","Doctorate degree","UK","White",28,46,51,"Used","Used","Used","Never Used",54,44
"55-64","Male","Left school at 16 years","UK","White",39,38,45,"Used","Never Used","Never Used","Never Used",32,41
"35-44","Female","University degree","UK","White",28,47,48,"Used","Used","Never Used","Never Used",48,33
"18-24","Female","University degree","UK","White",52,31,43,"Used","Used","Used","Never Used",39,41
"25-34","Male","Some college or university, no certificate or degree","Canada","White",21,41,48,"Used","Used","Used","Used",40,44
"18-24","Male","Professional certificate/ diploma","UK","White",34,45,42,"Used","Used","Used","Never Used",46,59
"45-54","Female","University degree","UK","White",18,44,45,"Used","Never Used","Used","Never Used",44,48
"35-44","Female","Professional certificate/ diploma","UK","White",51,41,31,"Used","Used","Used","Used",34,58
"18-24","Female","Left school before 16 years","UK","White",29,39,40,"Used","Used","Used","Never Used",53,44
"25-34","Male","Professional certificate/ diploma","Other","White",29,47,41,"Used","Used","Used","Never Used",46,46
"25-34","Female","Some college or university, no certificate or degree","UK","White",26,40,36,"Used","Used","Used","Never Used",46,44
"25-34","Female","Doctorate degree","UK","White",36,43,41,"Used","Used","Used","Never Used",48,49
"25-34","Female","University degree","UK","White",30,43,48,"Used","Never Used","Never Used","Never Used",55,41
"18-24","Male","Some college or university, no certificate or degree","UK","White",36,46,43,"Used","Used","Used","Used",39,56
"25-34","Female","Doctorate degree","Australia","White",37,37,48,"Used","Used","Used","Never Used",43,35
"35-44","Male","Professional certificate/ diploma","UK","White",42,32,45,"Used","Used","Used","Never Used",37,40
"35-44","Female","University degree","Australia","White",25,36,48,"Used","Used","Never Used","Never Used",46,41
"45-54","Male","University degree","UK","White",42,34,43,"Used","Never Used","Used","Never Used",36,33
"55-64","Male","University degree","UK","White",42,37,33,"Used","Used","Used","Never Used",49,54
"25-34","Female","University degree","UK","White",30,41,33,"Used","Used","Used","Never Used",48,42
"25-34","Male","Professional certificate/ diploma","Republic","White",26,43,47,"Used","Used","Used","Never Used",46,52
"45-54","Male","Professional certificate/ diploma","UK","White",31,41,55,"Used","Never Used","Never Used","Never Used",41,36
"35-44","Male","Professional certificate/ diploma","UK","White",28,47,38,"Used","Used","Never Used","Never Used",41,31
"25-34","Female","University degree","UK","White",56,24,37,"Used","Never Used","Never Used","Used",50,39
"18-24","Female","Some college or university, no certificate or degree","USA","White",49,40,40,"Used","Used","Used","Never Used",48,46
"45-54","Female","Professional certificate/ diploma","UK","White",33,45,49,"Used","Never Used","Used","Never Used",51,34
"18-24","Female","University degree","UK","White",37,44,52,"Used","Never Used","Never Used","Never Used",28,46
"18-24","Female","University degree","UK","White",35,48,45,"Used","Never Used","Used","Never Used",46,41
"45-54","Female","Some college or university, no certificate or degree","UK","White",33,50,46,"Used","Never Used","Never Used","Never Used",51,40
"45-54","Male","Professional certificate/ diploma","UK","White",31,43,41,"Used","Used","Used","Used",38,38
"18-24","Male","Some college or university, no certificate or degree","USA","Black",37,28,30,"Used","Used","Used","Never Used",46,46
"25-34","Male","University degree","USA","White",41,23,44,"Used","Used","Used","Used",48,49
"18-24","Female","Some college or university, no certificate or degree","USA","Black",49,25,33,"Used","Used","Used","Used",43,52
"35-44","Female","Professional certificate/ diploma","UK","White",26,44,46,"Used","Never Used","Never Used","Never Used",47,43
"25-34","Female","Professional certificate/ diploma","Canada","White",50,22,40,"Used","Never Used","Never Used","Used",55,38
"25-34","Female","Masters degree","USA","White",37,46,40,"Used","Used","Never Used","Never Used",46,56
